-2,-2,0
-2,-1.96,0
-2,-1.92,0
-2,-1.88,0
-2,-1.84,0
-2,-1.8,0
-2,-1.76,0
-2,-1.72,0
-2,-1.68,0
-2,-1.64,0
-2,-1.6,0
-2,-1.56,0
-2,-1.52,0
-2,-1.48,0
-2,-1.44,0
-2,-1.4,0
-2,-1.36,0
-2,-1.32,0
-2,-1.28,0
-2,-1.24,0
-2,-1.2,0
-2,-1.16,0
-2,-1.12,0
-2,-1.08,0
-2,-1.04,0
-2,-1,0
-2,-0.96,0
-2,-0.92,0
-2,-0.88,0
-2,-0.84,0
-2,-0.8,0
-2,-0.76,0
-2,-0.72,0
-2,-0.68,0
-2,-0.64,0
-2,-0.6,0
-2,-0.56,0
-2,-0.52,0
-2,-0.48,0
-2,-0.44,0
-2,-0.4,0
-2,-0.36,0
-2,-0.32,0
-2,-0.28,0
-2,-0.24,0
-2,-0.2,0
-2,-0.16,0
-2,-0.12,0
-2,-0.08,0
-2,-0.04,0
-2,0,0
-2,0.04,0
-2,0.08,0
-2,0.12,0
-2,0.16,0
-2,0.2,0
-2,0.24,0
-2,0.28,0
-2,0.32,0
-2,0.36,0
-2,0.4,0
-2,0.44,0
-2,0.48,0
-2,0.52,0
-2,0.56,0
-2,0.6,0
-2,0.64,0
-2,0.68,0
-2,0.72,0
-2,0.76,0
-2,0.8,0
-2,0.84,0
-2,0.88,0
-2,0.92,0
-2,0.96,0
-2,1,0
-2,1.04,0
-2,1.08,0
-2,1.12,0
-2,1.16,0
-2,1.2,0
-2,1.24,0
-2,1.28,0
-2,1.32,0
-2,1.36,0
-2,1.4,0
-2,1.44,0
-2,1.48,0
-2,1.52,0
-2,1.56,0
-2,1.6,0
-2,1.64,0
-2,1.68,0
-2,1.72,0
-2,1.76,0
-2,1.8,0
-2,1.84,0
-2,1.88,0
-2,1.92,0
-2,1.96,0
-1.96,-2,0
-1.96,-1.96,0
-1.96,-1.92,0
-1.96,-1.88,0
-1.96,-1.84,0
-1.96,-1.8,0
-1.96,-1.76,0
-1.96,-1.72,0
-1.96,-1.68,0
-1.96,-1.64,0
-1.96,-1.6,0
-1.96,-1.56,0
-1.96,-1.52,0
-1.96,-1.48,0
-1.96,-1.44,0
-1.96,-1.4,0
-1.96,-1.36,0
-1.96,-1.32,0
-1.96,-1.28,0
-1.96,-1.24,0
-1.96,-1.2,0
-1.96,-1.16,0
-1.96,-1.12,0
-1.96,-1.08,0
-1.96,-1.04,0
-1.96,-1,0
-1.96,-0.96,0
-1.96,-0.92,0
-1.96,-0.88,0
-1.96,-0.84,0
-1.96,-0.8,0
-1.96,-0.76,0
-1.96,-0.72,0
-1.96,-0.68,0
-1.96,-0.64,0
-1.96,-0.6,0
-1.96,-0.56,0
-1.96,-0.52,0
-1.96,-0.48,0
-1.96,-0.44,0
-1.96,-0.4,0
-1.96,-0.36,0
-1.96,-0.32,0
-1.96,-0.28,0
-1.96,-0.24,0
-1.96,-0.2,0
-1.96,-0.16,0
-1.96,-0.12,0
-1.96,-0.08,0
-1.96,-0.04,0
-1.96,0,0
-1.96,0.04,0
-1.96,0.08,0
-1.96,0.12,0
-1.96,0.16,0
-1.96,0.2,0
-1.96,0.24,0
-1.96,0.28,0
-1.96,0.32,0
-1.96,0.36,0
-1.96,0.4,0
-1.96,0.44,0
-1.96,0.48,0
-1.96,0.52,0
-1.96,0.56,0
-1.96,0.6,0
-1.96,0.64,0
-1.96,0.68,0
-1.96,0.72,0
-1.96,0.76,0
-1.96,0.8,0
-1.96,0.84,0
-1.96,0.88,0
-1.96,0.92,0
-1.96,0.96,0
-1.96,1,0
-1.96,1.04,0
-1.96,1.08,0
-1.96,1.12,0
-1.96,1.16,0
-1.96,1.2,0
-1.96,1.24,0
-1.96,1.28,0
-1.96,1.32,0
-1.96,1.36,0
-1.96,1.4,0
-1.96,1.44,0
-1.96,1.48,0
-1.96,1.52,0
-1.96,1.56,0
-1.96,1.6,0
-1.96,1.64,0
-1.96,1.68,0
-1.96,1.72,0
-1.96,1.76,0
-1.96,1.8,0
-1.96,1.84,0
-1.96,1.88,0
-1.96,1.92,0
-1.96,1.96,0
-1.92,-2,0
-1.92,-1.96,0
-1.92,-1.92,0
-1.92,-1.88,0
-1.92,-1.84,0
-1.92,-1.8,0
-1.92,-1.76,0
-1.92,-1.72,0
-1.92,-1.68,0
-1.92,-1.64,0
-1.92,-1.6,0
-1.92,-1.56,0
-1.92,-1.52,0
-1.92,-1.48,0
-1.92,-1.44,0
-1.92,-1.4,0
-1.92,-1.36,0
-1.92,-1.32,0
-1.92,-1.28,0
-1.92,-1.24,0
-1.92,-1.2,0
-1.92,-1.16,0
-1.92,-1.12,0
-1.92,-1.08,0
-1.92,-1.04,0
-1.92,-1,0
-1.92,-0.96,0
-1.92,-0.92,0
-1.92,-0.88,0
-1.92,-0.84,0
-1.92,-0.8,0
-1.92,-0.76,0
-1.92,-0.72,0
-1.92,-0.68,0
-1.92,-0.64,0
-1.92,-0.6,0
-1.92,-0.56,0
-1.92,-0.52,0
-1.92,-0.48,0
-1.92,-0.44,0
-1.92,-0.4,0
-1.92,-0.36,0
-1.92,-0.32,0
-1.92,-0.28,0
-1.92,-0.24,0
-1.92,-0.2,0
-1.92,-0.16,0
-1.92,-0.12,0
-1.92,-0.08,0
-1.92,-0.04,0
-1.92,0,0
-1.92,0.04,0
-1.92,0.08,0
-1.92,0.12,0
-1.92,0.16,0
-1.92,0.2,0
-1.92,0.24,0
-1.92,0.28,0
-1.92,0.32,0
-1.92,0.36,0
-1.92,0.4,0
-1.92,0.44,0
-1.92,0.48,0
-1.92,0.52,0
-1.92,0.56,0
-1.92,0.6,0
-1.92,0.64,0
-1.92,0.68,0
-1.92,0.72,0
-1.92,0.76,0
-1.92,0.8,0
-1.92,0.84,0
-1.92,0.88,0
-1.92,0.92,0
-1.92,0.96,0
-1.92,1,0
-1.92,1.04,0
-1.92,1.08,0
-1.92,1.12,0
-1.92,1.16,0
-1.92,1.2,0
-1.92,1.24,0
-1.92,1.28,0
-1.92,1.32,0
-1.92,1.36,0
-1.92,1.4,0
-1.92,1.44,0
-1.92,1.48,0
-1.92,1.52,0
-1.92,1.56,0
-1.92,1.6,0
-1.92,1.64,0
-1.92,1.68,0
-1.92,1.72,0
-1.92,1.76,0
-1.92,1.8,0
-1.92,1.84,0
-1.92,1.88,0
-1.92,1.92,0
-1.92,1.96,0
-1.88,-2,0
-1.88,-1.96,0
-1.88,-1.92,0
-1.88,-1.88,0
-1.88,-1.84,0
-1.88,-1.8,0
-1.88,-1.76,0
-1.88,-1.72,0
-1.88,-1.68,0
-1.88,-1.64,0
-1.88,-1.6,0
-1.88,-1.56,0
-1.88,-1.52,0
-1.88,-1.48,0
-1.88,-1.44,0
-1.88,-1.4,0
-1.88,-1.36,0
-1.88,-1.32,0
-1.88,-1.28,0
-1.88,-1.24,0
-1.88,-1.2,0
-1.88,-1.16,0
-1.88,-1.12,0
-1.88,-1.08,0
-1.88,-1.04,0
-1.88,-1,0
-1.88,-0.96,0
-1.88,-0.92,0
-1.88,-0.88,0
-1.88,-0.84,0
-1.88,-0.8,0
-1.88,-0.76,0
-1.88,-0.72,0
-1.88,-0.68,0
-1.88,-0.64,0
-1.88,-0.6,0
-1.88,-0.56,0
-1.88,-0.52,0
-1.88,-0.48,0
-1.88,-0.44,0
-1.88,-0.4,0
-1.88,-0.36,0
-1.88,-0.32,0
-1.88,-0.28,0
-1.88,-0.24,0
-1.88,-0.2,0
-1.88,-0.16,0
-1.88,-0.12,0
-1.88,-0.08,0
-1.88,-0.04,0
-1.88,0,0
-1.88,0.04,0
-1.88,0.08,0
-1.88,0.12,0
-1.88,0.16,0
-1.88,0.2,0
-1.88,0.24,0
-1.88,0.28,0
-1.88,0.32,0
-1.88,0.36,0
-1.88,0.4,0
-1.88,0.44,0
-1.88,0.48,0
-1.88,0.52,0
-1.88,0.56,0
-1.88,0.6,0
-1.88,0.64,0
-1.88,0.68,0
-1.88,0.72,0
-1.88,0.76,0
-1.88,0.8,0
-1.88,0.84,0
-1.88,0.88,0
-1.88,0.92,0
-1.88,0.96,0
-1.88,1,0
-1.88,1.04,0
-1.88,1.08,0
-1.88,1.12,0
-1.88,1.16,0
-1.88,1.2,0
-1.88,1.24,0
-1.88,1.28,0
-1.88,1.32,0
-1.88,1.36,0
-1.88,1.4,0
-1.88,1.44,0
-1.88,1.48,0
-1.88,1.52,0
-1.88,1.56,0
-1.88,1.6,0
-1.88,1.64,0
-1.88,1.68,0
-1.88,1.72,0
-1.88,1.76,0
-1.88,1.8,0
-1.88,1.84,0
-1.88,1.88,0
-1.88,1.92,0
-1.88,1.96,0
-1.84,-2,0
-1.84,-1.96,0
-1.84,-1.92,0
-1.84,-1.88,0
-1.84,-1.84,0
-1.84,-1.8,0
-1.84,-1.76,0
-1.84,-1.72,0
-1.84,-1.68,0
-1.84,-1.64,0
-1.84,-1.6,0
-1.84,-1.56,0
-1.84,-1.52,0
-1.84,-1.48,0
-1.84,-1.44,0
-1.84,-1.4,0
-1.84,-1.36,0
-1.84,-1.32,0
-1.84,-1.28,0
-1.84,-1.24,0
-1.84,-1.2,0
-1.84,-1.16,0
-1.84,-1.12,0
-1.84,-1.08,0
-1.84,-1.04,0
-1.84,-1,0
-1.84,-0.96,0
-1.84,-0.92,0
-1.84,-0.88,0
-1.84,-0.84,0
-1.84,-0.8,0
-1.84,-0.76,0
-1.84,-0.72,0
-1.84,-0.68,0
-1.84,-0.64,0
-1.84,-0.6,0
-1.84,-0.56,0
-1.84,-0.52,0
-1.84,-0.48,0
-1.84,-0.44,0
-1.84,-0.4,0
-1.84,-0.36,0
-1.84,-0.32,0
-1.84,-0.28,0
-1.84,-0.24,0
-1.84,-0.2,0
-1.84,-0.16,0
-1.84,-0.12,0
-1.84,-0.08,0
-1.84,-0.04,0
-1.84,0,0
-1.84,0.04,0
-1.84,0.08,0
-1.84,0.12,0
-1.84,0.16,0
-1.84,0.2,0
-1.84,0.24,0
-1.84,0.28,0
-1.84,0.32,0
-1.84,0.36,0
-1.84,0.4,0
-1.84,0.44,0
-1.84,0.48,0
-1.84,0.52,0
-1.84,0.56,0
-1.84,0.6,0
-1.84,0.64,0
-1.84,0.68,0
-1.84,0.72,0
-1.84,0.76,0
-1.84,0.8,0
-1.84,0.84,0
-1.84,0.88,0
-1.84,0.92,0
-1.84,0.96,0
-1.84,1,0
-1.84,1.04,0
-1.84,1.08,0
-1.84,1.12,0
-1.84,1.16,0
-1.84,1.2,0
-1.84,1.24,0
-1.84,1.28,0
-1.84,1.32,0
-1.84,1.36,0
-1.84,1.4,0
-1.84,1.44,0
-1.84,1.48,0
-1.84,1.52,0
-1.84,1.56,0
-1.84,1.6,0
-1.84,1.64,0
-1.84,1.68,0
-1.84,1.72,0
-1.84,1.76,0
-1.84,1.8,0
-1.84,1.84,0
-1.84,1.88,0
-1.84,1.92,0
-1.84,1.96,0
-1.8,-2,0
-1.8,-1.96,0
-1.8,-1.92,0
-1.8,-1.88,0
-1.8,-1.84,0
-1.8,-1.8,0
-1.8,-1.76,0
-1.8,-1.72,0
-1.8,-1.68,0
-1.8,-1.64,0
-1.8,-1.6,0
-1.8,-1.56,0
-1.8,-1.52,0
-1.8,-1.48,0
-1.8,-1.44,0
-1.8,-1.4,0
-1.8,-1.36,0
-1.8,-1.32,0
-1.8,-1.28,0
-1.8,-1.24,0
-1.8,-1.2,0
-1.8,-1.16,0
-1.8,-1.12,0
-1.8,-1.08,0
-1.8,-1.04,0
-1.8,-1,0
-1.8,-0.96,0
-1.8,-0.92,0
-1.8,-0.88,0
-1.8,-0.84,0
-1.8,-0.8,0
-1.8,-0.76,0
-1.8,-0.72,0
-1.8,-0.68,0
-1.8,-0.64,0
-1.8,-0.6,0
-1.8,-0.56,0
-1.8,-0.52,0
-1.8,-0.48,0
-1.8,-0.44,0
-1.8,-0.4,0
-1.8,-0.36,0
-1.8,-0.32,0
-1.8,-0.28,0
-1.8,-0.24,0
-1.8,-0.2,0
-1.8,-0.16,0
-1.8,-0.12,0
-1.8,-0.08,0
-1.8,-0.04,0
-1.8,0,0
-1.8,0.04,0
-1.8,0.08,0
-1.8,0.12,0
-1.8,0.16,0
-1.8,0.2,0
-1.8,0.24,0
-1.8,0.28,0
-1.8,0.32,0
-1.8,0.36,0
-1.8,0.4,0
-1.8,0.44,0
-1.8,0.48,0
-1.8,0.52,0
-1.8,0.56,0
-1.8,0.6,0
-1.8,0.64,0
-1.8,0.68,0
-1.8,0.72,0
-1.8,0.76,0
-1.8,0.8,0
